Id,Label,Interest,clustering,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum,eigencentrality
mojojojoe_z,274,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1088,0
phaiphorn,275,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1094,0
meilluerz,276,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1095,0
sc_step,277,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1097,0
ronnakridd,278,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1098,0
thxnawxt,279,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1110,0
eiei_daisugtee,280,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1116,0
nanniiiie,281,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1126,0
yuri4502,282,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1141,0
sundayymoon,283,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1146,0
dty_tan,284,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1148,0
kuperdear,285,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1151,0
superbossz,286,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,1156,0
blizzardo888,287,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1161,0
siriusbankk,288,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1170,0
janghowdy,289,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1177,0
j0nathans,290,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1178,0
jack_jp28,291,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1187,0
pleumkok12345,292,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1189,0
pimtha,293,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1190,0
eakkaphong,294,Survival,1,0.000062,0,2,2,0,4,4,2,0.583333,0.642857,0,0,1200,0
samxzboy,295,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1213,0
cpzxxxzaza,296,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1217,0
dev_sokung,297,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1218,0
zenlnwz,298,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1220,0
patkub1234,299,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1222,0
thunyar,300,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1243,0
fddfsa,301,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1245,0
hackaladii,302,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1247,0
benvagoo,303,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1252,0
biglambortv,304,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1263,0
bbp0p,305,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1267,0
i_kumaz,306,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1274,0
title_zaza16,307,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1277,0
7ksf_gamer002,308,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1294,0
xinxin617,309,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1295,0
babambooboo,310,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1311,0
ployrinrda,311,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1315,0
pamamornrat,312,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1325,0
nettt18,313,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1328,0
limitedx3,314,Survival,1,0.000062,0,2,2,0,4,4,2,0.583333,0.642857,0,0,1333,0
onoip,315,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1360,0
dundon63,316,Survival,1,0.000062,0,1,1,0,2,2,3,0.5,0.547619,0,0,1365,0
sittadet,317,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1368,0
teesmalltallsamee,318,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1369,0
sandchin,319,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1371,0
aowxs,320,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1380,0
tp_tonpalm,321,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1386,0
tp__tp,322,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1393,0
how2try,323,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1405,0
mumbai666,324,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1406,0
hedhom_jung,325,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1408,0
nui_pongpisut,326,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1409,0
wannakillll,327,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1411,0
atlazera,328,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1413,0
boat32571,329,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1416,0
patpansa,330,Survival,1,0.000062,0,2,2,0,4,4,2,0.583333,0.642857,0,0,1420,0
e_s_s_o_r_t,331,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1428,0
fourderr,332,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1430,0
toszy77,333,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1433,0
trinity43,334,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1434,0
unlynnn,335,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1437,0
ns_somgoi,336,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1438,0
munchkinnz,337,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1439,0
perzyos,338,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1441,0
naija089,339,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1442,0
fhinnx,340,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1445,0
theaonaan,341,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1446,0
kingzerokungcha,342,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1447,0
alif8439,343,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1448,0
sasithornnn,344,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1452,0
sakimaias,345,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1454,0
brightgamerkung_,346,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1459,0
maxza2000,347,Survival,1,0.000062,0,2,2,0,3,3,3,0.538462,0.619048,0,0,1463,0
natisnatt,348,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1469,0
bubblebbm,349,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1474,0
benjaratjiranan,350,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1475,0
jaojumpwolfburg,351,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1480,0
probboyza,352,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1483,0
over_sizee,353,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1487,0
tadaueasakun,354,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1490,0
aaomtrbl,355,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,1491,0
pphitcha,356,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1492,0
anothertnty,357,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1497,0
kresandruy,358,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1500,0
gentians_,359,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1506,0
sopayknee69,360,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1507,0
postml,361,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1508,0
msbg1260,362,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1509,0
wasserr,363,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1511,0
ez10203040,364,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1515,0
l2ukky,365,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1522,0
skdx00,366,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1526,0
mintraxcz,367,Survival,1,0.000062,0,2,2,0,3,3,3,0.538462,0.619048,0,0,1527,0
superchu23,368,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1531,0
vahira_ra,369,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,1533,0
k_korn261,370,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1534,0
rer_ger,371,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1537,0
flukzazaza5555,372,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1538,0
finji62,373,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1541,0
guyzx159,374,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1545,0
oliverzaza1212,375,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1548,0
chanita19,376,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1554,0
n3rdycats,377,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1556,0
seenakon14,378,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1559,0
nekoyamat,379,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1562,0
apiirada,380,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1563,0
bombiecharon,381,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1569,0
nrwow_bazed,382,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1573,0
chonlasit_nun,383,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1574,0
cquint98x,384,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1578,0
phutharaphon,385,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1589,0
korismuso,386,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1591,0
firstblood_2545,387,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1593,0
pakin_s,388,Survival,1,0.000062,0,1,1,0,2,2,3,0.5,0.547619,0,0,1596,0
kaitoaugust,389,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1600,0
xssab,390,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1601,0
banksupakittt,391,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1605,0
aiajszb,392,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1606,0
xjoseph_,393,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,1614,0
candymind2,394,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1615,0
tongteng_k,395,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1620,0
ohhhhhhhhhhhhhhhhhhho,396,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1630,0
thanut_ka,397,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1640,0
xxxwarinxxx,398,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1641,0
sentoakashi,399,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1647,0
pongpetch012,400,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1652,0
chaepo,401,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1664,0
maligapii,402,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1669,0
rydz555,403,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1680,0
piengsd4,404,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1924,0
herbzeed,405,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1926,0
smokweedha,406,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1949,0
max_tv_sss,407,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1964,0
jibjy,408,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1972,0
dreliaerizz,409,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1982,0
icewaranya,410,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1990,0
nitanchaoying,411,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1998,0
hidenfoce,412,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1999,0
wine_ww,413,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,2017,0
emagzzz,414,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2031,0
xlyuisulx,415,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,2035,0
mr_deadking,416,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,2072,0
jaotop_,417,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2076,0
chokun000,418,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2097,0
svcsvcza1,419,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,2100,0
aofatpp,420,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2103,0
kinzaa007,421,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2117,0
pee_thammarat,422,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2125,0
oxidationez,423,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2147,0
markmyword_,424,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2156,0
ceylondim,425,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2202,0
tan_f,426,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2204,0
thanapron97,427,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2243,0
candymanxiii,428,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,2247,0
atsadawutwongsuk,429,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2254,0
saoyukino4,430,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2531,0
tiw2hot,431,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2610,0
rungzababo,432,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2619,0
nnn_cpk,433,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,2620,0
kachilen,434,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2644,0
drimon00,435,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2671,0
zoethemortelfate,436,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2674,0
igkkhinx,437,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,2709,0
eh_purdy,438,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2715,0
ttangg_ntp,439,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,2718,0
tylerjohn001,440,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2721,0
nil_nerii,441,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,2735,0
vanestear42_mild,442,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,2742,0
scytheboi_,443,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2757,0
lllllaaiii,444,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,2771,0
zt_sangi12,445,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2777,0
swagg_th,446,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2780,0
jaspop1,447,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2804,0
7un1or,448,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2816,0
txewel,449,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2832,0
tarrrrrrrrr9x,450,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2834,0
dewsk141,451,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2835,0
adisak115,452,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2846,0
smiindy,453,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2887,0
thunyathepez13,454,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2899,0
guylovegirlfriend,455,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,2902,0
jomjunwuny,456,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,2922,0
ccat_ak,457,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2929,0
poppy1998,458,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2945,0
ckb1nt,459,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2950,0
kktayi,460,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,2959,0
kgenesisx,461,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2964,0
ttwxcmt,462,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,2989,0
lalita_may,463,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3010,0
gravity00100,464,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3040,0
kokgame007,465,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3045,0
ffaiiiii,466,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,3049,0
oakikih,467,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,3067,0
mmxisyp,468,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,3104,0
1lovey0us0much,469,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,3107,0
nemaxeiei,470,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3113,0
yor14567,471,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3119,0
knatz07,472,Survival,1,0.000062,0,2,2,0,4,4,2,0.583333,0.642857,0,0,3135,0
khimmyki,473,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3315,0
ryujin_nn,474,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3340,0
absolutesoeasy,475,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3351,0
teiimhoolive,476,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,3353,0
rubmador,477,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3354,0
zabeaesserz,478,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3380,0
fonolu,479,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3383,0
sittan17,480,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3399,0
punsza10,481,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3438,0
colorfuldream,482,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,3456,0
arttydgc_,483,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,3655,0
mafear_th,484,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4069,0
panutzkitt,485,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4077,0
itstataxz,486,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,4081,0
papapaprab,487,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4087,0
iamchicc,488,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,4096,0
l_ryu1305,489,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,4099,0
mrcapuchinoch,490,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4107,0
forezaaassss,491,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,4110,0
k2khim,492,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,4133,0
nacktide,493,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4134,0
nottever,494,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4135,0
songsit_sk,495,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4737,0
kptter,496,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4799,0
armondo__,497,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4811,0
jc_wiw,498,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,4815,0
t1ang,499,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,4822,0
lz_loner,500,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4825,0
tarzaza567,501,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4831,0
sky_poya,502,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4833,0
smuffet,503,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,4845,0
noeytha,504,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4860,0
hillkava,505,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,4870,0
me_xinxia,506,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,4873,0
sadday62,507,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4885,0
fxrdtime,508,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4945,0
toffee004,509,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,4955,0
popz_kmp,510,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,4958,0
splaziie,511,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,4969,0
darkivy_,512,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,5192,0
inuni_hub,513,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,5215,0
surasit_laphet,514,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,5223,0
shogunnts,515,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,5462,0
giizrybearx,516,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,6246,0
fahsai1,517,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,6265,0
monladazaza,518,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,6271,0
earthzuck,519,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,6290,0
yokfook2538,520,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,6291,0
bosszydy555,521,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,6293,0
raycroez,522,Survival,0.833333,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,96,0
itsmekamonlakk,523,Survival,0.833333,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,295,0
twintporotwt,524,Survival,0.833333,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,335,0
lamonnnss,525,Survival,0.833333,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,470,0
nagamizz,526,Survival,0.833333,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,540,0
ayahctip,527,Survival,0.833333,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,632,0
werinserr,528,Survival,0.833333,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,815,0
poonn123456,529,Survival,0.833333,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,916,0
ginggy1ch,530,Survival,0.833333,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,943,0
johnjae127,531,Survival,0.833333,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1007,0
chimmy_y,532,Survival,0.833333,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1101,0
ikad__,533,Survival,0.833333,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1102,0
apinan_nan,534,Survival,0.833333,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,1138,0
lectival__,535,Survival,0.833333,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1139,0
p_asanee,536,Survival,0.833333,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1199,0
